ts_code,trade_date,open,high,close,low,vol
513130.SH,20211014,0.786,0.789,0.788,0.784,548733
513130.SH,20211015,0.785,0.786,0.783,0.777,1157479
513130.SH,20211018,0.786,0.788,0.777,0.775,1012397
513130.SH,20211019,0.785,0.806,0.806,0.783,1725538.99
513130.SH,20211020,0.821,0.833,0.826,0.816,2225038
513130.SH,20211021,0.828,0.831,0.817,0.811,1222124
513130.SH,20211022,0.823,0.84,0.836,0.823,2332953.16
513130.SH,20211025,0.833,0.842,0.837,0.829,1380390
513130.SH,20211026,0.84,0.84,0.82,0.818,986644
513130.SH,20211027,0.81,0.812,0.795,0.793,1545311
513130.SH,20211028,0.8,0.81,0.798,0.795,909395.9
513130.SH,20211029,0.8,0.8,0.791,0.789,1008572
513130.SH,20211101,0.786,0.787,0.78,0.777,1611341
513130.SH,20211102,0.797,0.808,0.784,0.783,1822942
513130.SH,20211103,0.783,0.787,0.777,0.77,2178787
513130.SH,20211104,0.781,0.79,0.784,0.781,1082920
513130.SH,20211105,0.781,0.787,0.78,0.777,917924
513130.SH,20211108,0.777,0.777,0.766,0.766,1578415
513130.SH,20211109,0.773,0.775,0.769,0.761,975402.97
513130.SH,20211110,0.768,0.775,0.774,0.762,1344818
513130.SH,20211111,0.775,0.803,0.802,0.774,2061253
513130.SH,20211112,0.811,0.813,0.806,0.801,1635935
513130.SH,20211115,0.813,0.815,0.809,0.807,1003897
513130.SH,20211116,0.814,0.825,0.821,0.81,1625155
513130.SH,20211117,0.822,0.822,0.819,0.812,938026.73
513130.SH,20211118,0.803,0.805,0.797,0.794,1743696.27
513130.SH,20211119,0.783,0.794,0.792,0.78,1420597
513130.SH,20211122,0.794,0.797,0.788,0.786,1367318
513130.SH,20211123,0.78,0.782,0.781,0.776,1370484
513130.SH,20211124,0.78,0.785,0.781,0.774,1634594.03
513130.SH,20211125,0.783,0.785,0.784,0.772,1381925
513130.SH,20211126,0.777,0.778,0.766,0.763,2290634.62
513130.SH,20211129,0.757,0.768,0.754,0.751,1988065
513130.SH,20211130,0.754,0.756,0.736,0.732,3282537
513130.SH,20211201,0.74,0.751,0.748,0.739,1254774
513130.SH,20211202,0.739,0.744,0.74,0.735,1405192
513130.SH,20211203,0.734,0.737,0.731,0.724,2980536.05
513130.SH,20211206,0.714,0.719,0.703,0.703,3886879
513130.SH,20211207,0.717,0.729,0.728,0.711,2589404
513130.SH,20211208,0.735,0.74,0.736,0.731,3461685.1
513130.SH,20211209,0.739,0.748,0.745,0.739,1996165
513130.SH,20211210,0.743,0.751,0.74,0.739,1256129
513130.SH,20211213,0.747,0.757,0.744,0.743,4902214
513130.SH,20211214,0.736,0.738,0.723,0.723,2176274
513130.SH,20211215,0.724,0.727,0.711,0.71,2170267
513130.SH,20211216,0.712,0.713,0.709,0.701,3195553
513130.SH,20211217,0.708,0.709,0.7,0.698,2813146
513130.SH,20211220,0.698,0.702,0.681,0.68,4391737.98
513130.SH,20211221,0.678,0.69,0.689,0.674,2960679
513130.SH,20211222,0.699,0.704,0.694,0.692,1939961
513130.SH,20211223,0.697,0.701,0.695,0.688,2362112
513130.SH,20211224,0.699,0.7,0.692,0.69,1417320
513130.SH,20211227,0.692,0.695,0.692,0.691,825209
513130.SH,20211228,0.694,0.695,0.686,0.681,1375188
513130.SH,20211229,0.683,0.683,0.673,0.672,2280840
513130.SH,20211230,0.672,0.681,0.675,0.667,1942252
513130.SH,20211231,0.697,0.7,0.698,0.694,2747251.26
513130.SH,20220104,0.697,0.698,0.687,0.684,3528847
513130.SH,20220105,0.68,0.68,0.661,0.66,5062168
513130.SH,20220106,0.653,0.662,0.653,0.646,3836559
513130.SH,20220107,0.669,0.674,0.673,0.664,3364412.57
513130.SH,20220110,0.673,0.691,0.687,0.67,3770881
513130.SH,20220111,0.685,0.694,0.684,0.683,2266180.74
513130.SH,20220112,0.704,0.716,0.715,0.702,5269316.54
513130.SH,20220113,0.721,0.724,0.707,0.704,2151752
513130.SH,20220114,0.691,0.703,0.702,0.689,2455800
513130.SH,20220117,0.702,0.708,0.7,0.696,1622186
513130.SH,20220118,0.703,0.714,0.701,0.699,2786249
513130.SH,20220119,0.698,0.705,0.691,0.687,3440173.46
513130.SH,20220120,0.693,0.719,0.718,0.692,3494062
513130.SH,20220121,0.713,0.722,0.715,0.708,2775287
513130.SH,20220124,0.702,0.705,0.7,0.696,2832422.77
513130.SH,20220125,0.688,0.69,0.678,0.677,4687269
